,INF_ALL,TG,HU,RR,FG
2018-09-30,0.0,216.04761904761904,56.650793650793645,2.6666666666666665,27.063492063492063
2018-10-07,0.0,186.0,50.3968253968254,7.460317460317461,32.44444444444444
2018-10-14,0.0,176.9206349206349,71.42857142857143,37.904761904761905,34.06349206349206
2018-10-21,0.0,160.6031746031746,78.31746031746032,73.76190476190476,27.07936507936508
2018-10-28,0.0,143.0952380952381,67.65079365079366,19.650793650793652,28.57142857142857
2018-11-04,1.0,101.66666666666667,72.07936507936509,56.7936507936508,35.698412698412696
2018-11-11,4.0,117.12698412698413,75.38095238095238,29.0,41.01587301587301
2018-11-18,6.0,133.42857142857144,83.84126984126983,67.31746031746032,27.365079365079364
2018-11-25,6.0,100.47619047619048,80.07936507936508,37.77777777777778,31.07936507936508
2018-12-02,14.0,98.95238095238095,68.95238095238095,15.666666666666666,28.820105820105823
2018-12-09,19.0,115.84126984126982,74.85714285714286,0.8888888888888888,25.126984126984127
2018-12-16,36.0,96.38095238095238,73.71428571428572,25.873015873015873,35.63492063492063
2018-12-23,27.0,93.12698412698413,73.42857142857143,3.015873015873016,28.698412698412696
2018-12-30,49.0,85.84126984126983,72.87301587301587,0.9523809523809523,19.49206349206349
2019-01-06,164.0,69.52380952380953,62.30158730158731,0.31746031746031744,21.015873015873016
2019-01-13,338.0,63.52380952380953,61.55555555555556,3.428571428571429,34.63492063492063
2019-01-20,398.0,71.96825396825396,72.57407407407408,18.19047619047619,29.396825396825395
2019-01-27,393.0,86.14285714285714,66.95238095238095,29.57142857142857,48.730158730158735
2019-02-03,357.0,81.84126984126983,68.15873015873017,39.96825396825397,56.507936507936506
2019-02-10,307.0,94.12698412698413,66.07936507936508,2.2222222222222223,28.936507936507937
2019-02-17,177.0,98.53968253968254,59.0,1.126984126984127,31.396825396825395
2019-02-24,93.0,108.2063492063492,62.52380952380952,1.0952380952380951,22.88888888888889
2019-03-03,71.0,127.92063492063491,52.44444444444444,0.20634920634920637,27.476190476190474
2019-03-10,42.0,119.98412698412699,63.63492063492064,16.77777777777778,35.523809523809526
2019-03-17,25.0,125.17460317460316,54.17195767195767,3.0952380952380953,37.666666666666664
2019-03-24,16.0,113.6031746031746,51.73015873015873,3.7142857142857144,31.412698412698415
2019-03-31,9.0,124.14285714285714,50.17460317460317,9.523809523809526,34.55555555555556
2019-04-07,5.0,104.34920634920634,67.23809523809524,30.12698412698413,33.0
2019-04-14,0.0,128.95238095238096,57.587301587301596,9.015873015873016,36.79365079365079
2019-04-21,0.0,139.14285714285714,66.92063492063491,29.476190476190474,38.98412698412698
2019-04-28,1.0,132.2698412698413,61.3015873015873,22.174603174603178,39.36507936507937
