,NumValue,TG,HU,RR,FG
2014-12-01,28.0,80.9247311827957,71.73118279569893,17.15770609318996,32.13620071684588
2015-01-01,34.0,75.86021505376344,68.51971326164875,22.07885304659498,32.82437275985663
2015-02-01,14.0,73.5595238095238,67.6626984126984,24.035714285714285,44.00396825396825
2015-03-01,27.0,114.66308243727599,63.93548387096774,22.838709677419356,34.763440860215056
2015-04-01,28.0,145.44814814814814,61.385185185185186,15.118518518518519,33.37777777777777
2015-05-01,40.0,187.4301075268817,53.55913978494624,4.003584229390681,35.50179211469534
2015-06-01,39.0,222.74074074074076,53.074074074074076,17.8970625798212,29.451851851851853
2015-07-01,68.0,259.69534050179215,52.806451612903224,5.974910394265233,32.272401433691755
2015-08-01,85.0,240.89605734767025,56.14336917562724,11.183393070489846,30.770609318996417
2015-09-01,112.0,198.354533844189,59.134227330779055,12.31021711366539,28.796296296296298
2015-10-01,125.0,163.36559139784947,70.57347670250896,18.906810035842295,29.20430107526882
2015-11-01,81.0,129.3,71.29523809523809,20.272158365261813,28.12222222222222
2015-12-01,53.0,106.55197132616487,73.0179211469534,3.1326164874551967,23.978494623655916
2016-01-01,44.0,99.80583364231863,74.08033617599803,22.06810035842294,34.91039426523297
2016-02-01,24.0,95.52107279693486,67.44061302681992,35.042145593869726,42.54406130268199
2016-03-01,21.0,100.93189964157706,64.17562724014337,18.712186379928315,39.15053763440861
2016-04-01,33.0,128.39999999999998,65.21481481481482,23.78888888888889,37.37777777777777
2016-05-01,49.0,162.26164874551972,62.47311827956989,25.143369175627242,36.806451612903224
2016-06-01,52.0,215.3074074074074,54.48888888888889,3.3666666666666663,34.337037037037035
2016-07-01,48.0,248.8136200716846,52.08960573476703,5.637992831541219,30.70609318996416
2016-08-01,92.0,249.82078853046596,51.47311827956989,4.007168458781361,28.960573476702507
2016-09-01,123.0,218.45185185185184,56.544444444444444,9.511111111111111,27.91111111111111
2016-10-01,141.0,172.86821983273595,68.64277180406212,20.42293906810036,23.04659498207885
2016-11-01,82.0,109.32962962962964,74.9037037037037,49.28888888888889,28.466666666666665
2016-12-01,46.0,90.7885304659498,79.91397849462366,19.336917562724015,24.491039426523297
2017-01-01,43.0,68.44444444444444,68.54480286738351,19.329749103942653,32.47670250896058
2017-02-01,27.0,101.66269841269842,70.21428571428572,26.015873015873016,36.07539682539683
2017-03-01,29.0,121.18279569892474,64.10752688172043,18.175627240143367,34.08243727598566
2017-04-01,33.0,146.35185185185185,53.8962962962963,8.644444444444444,34.059259259259264
2017-05-01,37.0,186.6272401433692,55.11827956989247,12.397849462365592,31.311827956989248
2017-06-01,60.0,236.0037037037037,52.25185185185185,12.911111111111111,31.688888888888886
2017-07-01,96.0,240.40501792114694,53.44086021505376,9.053763440860216,31.745519713261647
2017-08-01,141.0,241.67383512544802,53.7741935483871,14.336917562724015,29.10752688172043
2017-09-01,140.0,203.5,55.855555555555554,6.222222222222222,27.866666666666664
2017-10-01,107.0,183.07526881720432,61.17562724014337,9.716845878136201,25.42293906810036
2017-11-01,63.0,112.44814814814815,63.543295019157085,16.033333333333335,28.511111111111106
2017-12-01,42.0,80.63082437275985,70.11827956989247,18.508960573476703,33.784946236559136
2018-01-01,54.0,87.69175627240143,72.41935483870968,26.702508960573475,35.26881720430108
2018-02-01,31.0,69.37301587301587,67.40598290598291,32.40873015873016,36.63095238095238
2018-03-01,33.0,100.56989247311827,66.831541218638,42.204301075268816,45.781362007168454
2018-04-01,43.0,136.18518518518516,65.10740740740741,29.418518518518518,35.4962962962963
2018-05-01,53.0,164.2688172043011,62.58781362007168,19.225806451612904,32.053763440860216
2018-06-01,44.0,210.48148148148147,58.72222222222222,14.155555555555557,32.61851851851852
2018-07-01,90.0,241.88793309438472,53.74396654719235,7.956989247311829,31.333333333333332
2018-08-01,106.0,252.3512544802867,51.97491039426523,7.207885304659499,28.88888888888889
2018-09-01,140.0,227.53333333333333,60.44074074074074,13.114814814814814,24.025925925925925
2018-10-01,131.0,158.6774193548387,67.59498207885305,40.329749103942646,31.59498207885305
2018-11-01,78.0,113.44814814814815,76.67777777777778,38.83703703703704,32.65823754789272
2018-12-01,48.0,97.4516129032258,73.21863799283155,7.003584229390681,26.498207885304662
