"HealthTopic","Population","Indicator","Unit","Time","RegionCode","RegionName","NumValue","TxtValue"
"West Nile virus infection","All cases","Reported cases","N","2008-01","AT","Austria",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-01","BE","Belgium",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-01","BG","Bulgaria",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-01","CY","Cyprus",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-01","CZ","Czechia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-01","EE","Estonia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-01","EL","Greece",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-01","ES","Spain",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-01","EU27_21","EU (without UK)",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-01","EU27_UK_21","EU (with UK until 2019)",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-01","EUEEA30_21","EU/EEA (without UK)",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-01","EUEEAUK_21","EU/EEA (with UK until 2019)",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-01","FI","Finland",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-01","FR","France",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-01","HU","Hungary",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-01","IE","Ireland",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-01","IT","Italy",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-01","LT","Lithuania",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-01","LU","Luxembourg",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-01","LV","Latvia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-01","MT","Malta",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-01","NL","Netherlands",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-01","NO","Norway",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-01","PL","Poland",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-01","RO","Romania",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-01","SE","Sweden",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-01","SI","Slovenia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-01","SK","Slovakia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-01","UK","United Kingdom",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-02","AT","Austria",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-02","BE","Belgium",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-02","BG","Bulgaria",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-02","CY","Cyprus",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-02","CZ","Czechia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-02","EE","Estonia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-02","EL","Greece",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-02","ES","Spain",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-02","EU27_21","EU (without UK)",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-02","EU27_UK_21","EU (with UK until 2019)",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-02","EUEEA30_21","EU/EEA (without UK)",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-02","EUEEAUK_21","EU/EEA (with UK until 2019)",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-02","FI","Finland",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-02","FR","France",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-02","HU","Hungary",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-02","IE","Ireland",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-02","IT","Italy",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-02","LT","Lithuania",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-02","LU","Luxembourg",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-02","LV","Latvia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-02","MT","Malta",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-02","NL","Netherlands",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-02","NO","Norway",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-02","PL","Poland",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-02","RO","Romania",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-02","SE","Sweden",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-02","SI","Slovenia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-02","SK","Slovakia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-02","UK","United Kingdom",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-03","AT","Austria",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-03","BE","Belgium",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-03","BG","Bulgaria",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-03","CY","Cyprus",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-03","CZ","Czechia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-03","EE","Estonia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-03","EL","Greece",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-03","ES","Spain",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-03","EU27_21","EU (without UK)",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-03","EU27_UK_21","EU (with UK until 2019)",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-03","EUEEA30_21","EU/EEA (without UK)",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-03","EUEEAUK_21","EU/EEA (with UK until 2019)",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-03","FI","Finland",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-03","FR","France",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-03","HU","Hungary",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-03","IE","Ireland",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-03","IT","Italy",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-03","LT","Lithuania",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-03","LU","Luxembourg",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-03","LV","Latvia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-03","MT","Malta",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-03","NL","Netherlands",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-03","NO","Norway",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-03","PL","Poland",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-03","RO","Romania",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-03","SE","Sweden",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-03","SI","Slovenia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-03","SK","Slovakia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-03","UK","United Kingdom",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-04","AT","Austria",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-04","BE","Belgium",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-04","BG","Bulgaria",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-04","CY","Cyprus",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-04","CZ","Czechia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-04","EE","Estonia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-04","EL","Greece",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-04","ES","Spain",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-04","EU27_21","EU (without UK)",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-04","EU27_UK_21","EU (with UK until 2019)",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-04","EUEEA30_21","EU/EEA (without UK)",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-04","EUEEAUK_21","EU/EEA (with UK until 2019)",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-04","FI","Finland",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-04","FR","France",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-04","HU","Hungary",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-04","IE","Ireland",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-04","IT","Italy",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-04","LT","Lithuania",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-04","LU","Luxembourg",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-04","LV","Latvia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-04","MT","Malta",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-04","NL","Netherlands",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-04","NO","Norway",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-04","PL","Poland",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-04","RO","Romania",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-04","SE","Sweden",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-04","SI","Slovenia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-04","SK","Slovakia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-04","UK","United Kingdom",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-05","AT","Austria",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-05","BE","Belgium",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-05","BG","Bulgaria",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-05","CY","Cyprus",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-05","CZ","Czechia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-05","EE","Estonia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-05","EL","Greece",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-05","ES","Spain",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-05","EU27_21","EU (without UK)",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-05","EU27_UK_21","EU (with UK until 2019)",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-05","EUEEA30_21","EU/EEA (without UK)",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-05","EUEEAUK_21","EU/EEA (with UK until 2019)",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-05","FI","Finland",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-05","FR","France",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-05","HU","Hungary",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-05","IE","Ireland",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-05","IT","Italy",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-05","LT","Lithuania",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-05","LU","Luxembourg",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-05","LV","Latvia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-05","MT","Malta",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-05","NL","Netherlands",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-05","NO","Norway",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-05","PL","Poland",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-05","RO","Romania",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-05","SE","Sweden",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-05","SI","Slovenia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-05","SK","Slovakia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-05","UK","United Kingdom",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-06","AT","Austria",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-06","BE","Belgium",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-06","BG","Bulgaria",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-06","CY","Cyprus",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-06","CZ","Czechia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-06","EE","Estonia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-06","EL","Greece",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-06","ES","Spain",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-06","EU27_21","EU (without UK)",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-06","EU27_UK_21","EU (with UK until 2019)",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-06","EUEEA30_21","EU/EEA (without UK)",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-06","EUEEAUK_21","EU/EEA (with UK until 2019)",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-06","FI","Finland",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-06","FR","France",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-06","HU","Hungary",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-06","IE","Ireland",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-06","IT","Italy",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-06","LT","Lithuania",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-06","LU","Luxembourg",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-06","LV","Latvia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-06","MT","Malta",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-06","NL","Netherlands",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-06","NO","Norway",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-06","PL","Poland",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-06","RO","Romania",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-06","SE","Sweden",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-06","SI","Slovenia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-06","SK","Slovakia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-06","UK","United Kingdom",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-07","AT","Austria",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-07","BE","Belgium",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-07","BG","Bulgaria",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-07","CY","Cyprus",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-07","CZ","Czechia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-07","EE","Estonia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-07","EL","Greece",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-07","ES","Spain",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-07","EU27_21","EU (without UK)",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-07","EU27_UK_21","EU (with UK until 2019)",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-07","EUEEA30_21","EU/EEA (without UK)",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-07","EUEEAUK_21","EU/EEA (with UK until 2019)",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-07","FI","Finland",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-07","FR","France",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-07","HU","Hungary",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-07","IE","Ireland",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-07","IT","Italy",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-07","LT","Lithuania",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-07","LU","Luxembourg",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-07","LV","Latvia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-07","MT","Malta",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-07","NL","Netherlands",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-07","NO","Norway",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-07","PL","Poland",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-07","RO","Romania",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-07","SE","Sweden",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-07","SI","Slovenia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-07","SK","Slovakia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-07","UK","United Kingdom",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-08","AT","Austria",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-08","BE","Belgium",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-08","BG","Bulgaria",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-08","CY","Cyprus",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-08","CZ","Czechia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-08","EE","Estonia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-08","EL","Greece",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-08","ES","Spain",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-08","EU27_21","EU (without UK)",10.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-08","EU27_UK_21","EU (with UK until 2019)",10.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-08","EUEEA30_21","EU/EEA (without UK)",10.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-08","EUEEAUK_21","EU/EEA (with UK until 2019)",10.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-08","FI","Finland",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-08","FR","France",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-08","HU","Hungary",9.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-08","IE","Ireland",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-08","IT","Italy",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-08","LT","Lithuania",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-08","LU","Luxembourg",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-08","LV","Latvia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-08","MT","Malta",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-08","NL","Netherlands",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-08","NO","Norway",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-08","PL","Poland",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-08","RO","Romania",1.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-08","SE","Sweden",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-08","SI","Slovenia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-08","SK","Slovakia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-08","UK","United Kingdom",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-09","AT","Austria",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-09","BE","Belgium",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-09","BG","Bulgaria",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-09","CY","Cyprus",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-09","CZ","Czechia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-09","EE","Estonia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-09","EL","Greece",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-09","ES","Spain",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-09","EU27_21","EU (without UK)",10.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-09","EU27_UK_21","EU (with UK until 2019)",10.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-09","EUEEA30_21","EU/EEA (without UK)",10.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-09","EUEEAUK_21","EU/EEA (with UK until 2019)",10.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-09","FI","Finland",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-09","FR","France",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-09","HU","Hungary",8.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-09","IE","Ireland",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-09","IT","Italy",1.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-09","LT","Lithuania",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-09","LU","Luxembourg",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-09","LV","Latvia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-09","MT","Malta",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-09","NL","Netherlands",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-09","NO","Norway",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-09","PL","Poland",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-09","RO","Romania",1.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-09","SE","Sweden",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-09","SI","Slovenia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-09","SK","Slovakia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-09","UK","United Kingdom",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-10","AT","Austria",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-10","BE","Belgium",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-10","BG","Bulgaria",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-10","CY","Cyprus",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-10","CZ","Czechia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-10","EE","Estonia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-10","EL","Greece",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-10","ES","Spain",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-10","EU27_21","EU (without UK)",4.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-10","EU27_UK_21","EU (with UK until 2019)",4.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-10","EUEEA30_21","EU/EEA (without UK)",4.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-10","EUEEAUK_21","EU/EEA (with UK until 2019)",4.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-10","FI","Finland",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-10","FR","France",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-10","HU","Hungary",2.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-10","IE","Ireland",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-10","IT","Italy",2.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-10","LT","Lithuania",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-10","LU","Luxembourg",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-10","LV","Latvia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-10","MT","Malta",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-10","NL","Netherlands",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-10","NO","Norway",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-10","PL","Poland",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-10","RO","Romania",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-10","SE","Sweden",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-10","SI","Slovenia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-10","SK","Slovakia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-10","UK","United Kingdom",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-11","AT","Austria",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-11","BE","Belgium",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-11","BG","Bulgaria",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-11","CY","Cyprus",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-11","CZ","Czechia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-11","EE","Estonia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-11","EL","Greece",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-11","ES","Spain",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-11","EU27_21","EU (without UK)",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-11","EU27_UK_21","EU (with UK until 2019)",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-11","EUEEA30_21","EU/EEA (without UK)",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-11","EUEEAUK_21","EU/EEA (with UK until 2019)",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-11","FI","Finland",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-11","FR","France",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-11","HU","Hungary",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-11","IE","Ireland",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-11","IT","Italy",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-11","LT","Lithuania",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-11","LU","Luxembourg",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-11","LV","Latvia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-11","MT","Malta",0.000000000,""
