"HealthTopic","Population","Indicator","Unit","Time","RegionCode","RegionName","NumValue","TxtValue"
"West Nile virus infection","All cases","Reported cases","N","2015-06","MK","North Macedonia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-06","MT","Malta",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-06","NL","Netherlands",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-06","NO","Norway",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-06","PL","Poland",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-06","PT","Portugal",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-06","RO","Romania",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-06","RS","Serbia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-06","SE","Sweden",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-06","SI","Slovenia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-06","SK","Slovakia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-06","UK","United Kingdom",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-06","XK","Kosovo",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-07","AL","Albania",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-07","AT","Austria",1.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-07","BE","Belgium",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-07","BG","Bulgaria",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-07","CY","Cyprus",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-07","CZ","Czechia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-07","EE","Estonia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-07","EL","Greece",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-07","ES","Spain",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-07","EU27_21","EU (without UK)",10.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-07","EU27_UK_21","EU (with UK until 2019)",10.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-07","EUEEA30_21","EU/EEA (without UK)",10.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-07","EUEEAUK_21","EU/EEA (with UK until 2019)",10.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-07","FI","Finland",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-07","FR","France",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-07","HR","Croatia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-07","HU","Hungary",1.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-07","IE","Ireland",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-07","IT","Italy",7.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-07","LT","Lithuania",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-07","LU","Luxembourg",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-07","LV","Latvia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-07","ME","Montenegro",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-07","MK","North Macedonia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-07","MT","Malta",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-07","NL","Netherlands",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-07","NO","Norway",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-07","PL","Poland",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-07","PT","Portugal",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-07","RO","Romania",1.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-07","RS","Serbia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-07","SE","Sweden",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-07","SI","Slovenia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-07","SK","Slovakia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-07","UK","United Kingdom",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-07","XK","Kosovo",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-08","AL","Albania",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-08","AT","Austria",3.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-08","BE","Belgium",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-08","BG","Bulgaria",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-08","CY","Cyprus",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-08","CZ","Czechia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-08","EE","Estonia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-08","EL","Greece",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-08","ES","Spain",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-08","EU27_21","EU (without UK)",57.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-08","EU27_UK_21","EU (with UK until 2019)",57.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-08","EUEEA30_21","EU/EEA (without UK)",57.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-08","EUEEAUK_21","EU/EEA (with UK until 2019)",57.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-08","FI","Finland",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-08","FR","France",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-08","HR","Croatia",1.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-08","HU","Hungary",6.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-08","IE","Ireland",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-08","IT","Italy",41.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-08","LT","Lithuania",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-08","LU","Luxembourg",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-08","LV","Latvia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-08","ME","Montenegro",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-08","MK","North Macedonia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-08","MT","Malta",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-08","NL","Netherlands",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-08","NO","Norway",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-08","PL","Poland",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-08","PT","Portugal",1.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-08","RO","Romania",5.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-08","RS","Serbia",1.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-08","SE","Sweden",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-08","SI","Slovenia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-08","SK","Slovakia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-08","UK","United Kingdom",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-08","XK","Kosovo",1.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-09","AL","Albania",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-09","AT","Austria",3.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-09","BE","Belgium",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-09","BG","Bulgaria",1.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-09","CY","Cyprus",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-09","CZ","Czechia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-09","EE","Estonia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-09","EL","Greece",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-09","ES","Spain",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-09","EU27_21","EU (without UK)",52.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-09","EU27_UK_21","EU (with UK until 2019)",52.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-09","EUEEA30_21","EU/EEA (without UK)",52.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-09","EUEEAUK_21","EU/EEA (with UK until 2019)",52.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-09","FI","Finland",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-09","FR","France",1.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-09","HR","Croatia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-09","HU","Hungary",12.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-09","IE","Ireland",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-09","IT","Italy",14.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-09","LT","Lithuania",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-09","LU","Luxembourg",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-09","LV","Latvia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-09","ME","Montenegro",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-09","MK","North Macedonia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-09","MT","Malta",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-09","NL","Netherlands",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-09","NO","Norway",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-09","PL","Poland",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-09","PT","Portugal",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-09","RO","Romania",21.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-09","RS","Serbia",15.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-09","SE","Sweden",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-09","SI","Slovenia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-09","SK","Slovakia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-09","UK","United Kingdom",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-09","XK","Kosovo",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-10","AL","Albania",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-10","AT","Austria",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-10","BE","Belgium",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-10","BG","Bulgaria",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-10","CY","Cyprus",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-10","CZ","Czechia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-10","EE","Estonia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-10","EL","Greece",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-10","ES","Spain",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-10","EU27_21","EU (without UK)",5.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-10","EU27_UK_21","EU (with UK until 2019)",5.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-10","EUEEA30_21","EU/EEA (without UK)",5.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-10","EUEEAUK_21","EU/EEA (with UK until 2019)",5.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-10","FI","Finland",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-10","FR","France",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-10","HR","Croatia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-10","HU","Hungary",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-10","IE","Ireland",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-10","IT","Italy",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-10","LT","Lithuania",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-10","LU","Luxembourg",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-10","LV","Latvia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-10","ME","Montenegro",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-10","MK","North Macedonia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-10","MT","Malta",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-10","NL","Netherlands",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-10","NO","Norway",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-10","PL","Poland",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-10","PT","Portugal",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-10","RO","Romania",5.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-10","RS","Serbia",8.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-10","SE","Sweden",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-10","SI","Slovenia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-10","SK","Slovakia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-10","UK","United Kingdom",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-10","XK","Kosovo",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-11","AL","Albania",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-11","AT","Austria",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-11","BE","Belgium",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-11","BG","Bulgaria",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-11","CY","Cyprus",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-11","CZ","Czechia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-11","EE","Estonia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-11","EL","Greece",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-11","ES","Spain",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-11","EU27_21","EU (without UK)",2.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-11","EU27_UK_21","EU (with UK until 2019)",2.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-11","EUEEA30_21","EU/EEA (without UK)",2.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-11","EUEEAUK_21","EU/EEA (with UK until 2019)",2.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-11","FI","Finland",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-11","FR","France",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-11","HR","Croatia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-11","HU","Hungary",2.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-11","IE","Ireland",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-11","IT","Italy",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-11","LT","Lithuania",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-11","LU","Luxembourg",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-11","LV","Latvia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-11","ME","Montenegro",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-11","MK","North Macedonia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-11","MT","Malta",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-11","NL","Netherlands",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-11","NO","Norway",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-11","PL","Poland",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-11","PT","Portugal",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-11","RO","Romania",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-11","RS","Serbia",4.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-11","SE","Sweden",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-11","SI","Slovenia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-11","SK","Slovakia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-11","UK","United Kingdom",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-11","XK","Kosovo",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-12","AL","Albania",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-12","AT","Austria",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-12","BE","Belgium",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-12","BG","Bulgaria",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-12","CY","Cyprus",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-12","CZ","Czechia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-12","EE","Estonia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-12","EL","Greece",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-12","ES","Spain",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-12","EU27_21","EU (without UK)",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-12","EU27_UK_21","EU (with UK until 2019)",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-12","EUEEA30_21","EU/EEA (without UK)",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-12","EUEEAUK_21","EU/EEA (with UK until 2019)",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-12","FI","Finland",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-12","FR","France",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-12","HR","Croatia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-12","HU","Hungary",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-12","IE","Ireland",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-12","IT","Italy",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-12","LT","Lithuania",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-12","LU","Luxembourg",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-12","LV","Latvia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-12","ME","Montenegro",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-12","MK","North Macedonia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-12","MT","Malta",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-12","NL","Netherlands",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-12","NO","Norway",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-12","PL","Poland",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-12","PT","Portugal",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-12","RO","Romania",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-12","RS","Serbia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-12","SE","Sweden",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-12","SI","Slovenia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-12","SK","Slovakia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-12","UK","United Kingdom",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2015-12","XK","Kosovo",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2016-01","AL","Albania",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2016-01","AT","Austria",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2016-01","BE","Belgium",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2016-01","BG","Bulgaria",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2016-01","CY","Cyprus",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2016-01","CZ","Czechia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2016-01","EE","Estonia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2016-01","EL","Greece",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2016-01","ES","Spain",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2016-01","EU27_21","EU (without UK)",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2016-01","EU27_UK_21","EU (with UK until 2019)",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2016-01","EUEEA30_21","EU/EEA (without UK)",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2016-01","EUEEAUK_21","EU/EEA (with UK until 2019)",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2016-01","FI","Finland",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2016-01","FR","France",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2016-01","HR","Croatia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2016-01","HU","Hungary",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2016-01","IE","Ireland",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2016-01","IT","Italy",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2016-01","LT","Lithuania",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2016-01","LU","Luxembourg",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2016-01","LV","Latvia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2016-01","ME","Montenegro",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2016-01","MK","North Macedonia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2016-01","MT","Malta",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2016-01","NL","Netherlands",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2016-01","NO","Norway",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2016-01","PL","Poland",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2016-01","PT","Portugal",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2016-01","RO","Romania",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2016-01","RS","Serbia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2016-01","SE","Sweden",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2016-01","SI","Slovenia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2016-01","SK","Slovakia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2016-01","UK","United Kingdom",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2016-01","XK","Kosovo",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2016-02","AL","Albania",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2016-02","AT","Austria",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2016-02","BE","Belgium",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2016-02","BG","Bulgaria",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2016-02","CY","Cyprus",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2016-02","CZ","Czechia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2016-02","EE","Estonia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2016-02","EL","Greece",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2016-02","ES","Spain",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2016-02","EU27_21","EU (without UK)",1.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2016-02","EU27_UK_21","EU (with UK until 2019)",1.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2016-02","EUEEA30_21","EU/EEA (without UK)",1.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2016-02","EUEEAUK_21","EU/EEA (with UK until 2019)",1.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2016-02","FI","Finland",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2016-02","FR","France",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2016-02","HR","Croatia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2016-02","HU","Hungary",1.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2016-02","IE","Ireland",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2016-02","IT","Italy",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2016-02","LT","Lithuania",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2016-02","LU","Luxembourg",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2016-02","LV","Latvia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2016-02","ME","Montenegro",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2016-02","MK","North Macedonia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2016-02","MT","Malta",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2016-02","NL","Netherlands",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2016-02","NO","Norway",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2016-02","PL","Poland",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2016-02","PT","Portugal",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2016-02","RO","Romania",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2016-02","RS","Serbia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2016-02","SE","Sweden",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2016-02","SI","Slovenia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2016-02","SK","Slovakia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2016-02","UK","United Kingdom",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2016-02","XK","Kosovo",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2016-03","AL","Albania",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2016-03","AT","Austria",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2016-03","BE","Belgium",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2016-03","BG","Bulgaria",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2016-03","CY","Cyprus",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2016-03","CZ","Czechia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2016-03","EE","Estonia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2016-03","EL","Greece",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2016-03","ES","Spain",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2016-03","EU27_21","EU (without UK)",2.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2016-03","EU27_UK_21","EU (with UK until 2019)",2.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2016-03","EUEEA30_21","EU/EEA (without UK)",2.000000000,""
