DATE,TG
2019-04-01,136.61532567049807
2019-05-01,153.679012345679
2019-06-01,243.58928571428575
2019-07-01,257.33870967741933
2019-08-01,257.4041358024691
2019-09-01,217.11666666666665
2019-10-01,176.6237684729064
2019-11-01,128.1225369458128
2019-12-01,90.72413793103448
2020-01-01,75.71743295019157
2020-02-01,98.14194444444443
2020-03-01,103.89784946236558
2020-04-01,140.38333333333333
2020-05-01,191.13470017636686
2020-06-01,219.95977011494253
2020-07-01,252.88214285714284
2020-08-01,260.37634408602156
2020-09-01,220.00555555555556
2020-10-01,151.99425287356323
2020-11-01,119.22777777777776
2020-12-01,83.63333333333334
2021-01-01,63.145161290322584
2021-02-01,89.63388888888888
2021-03-01,99.00997150997152
2021-04-01,121.45977011494251
2021-05-01,174.75806451612902
2021-06-01,238.20555555555555
2021-07-01,259.67816091954023
2021-08-01,254.93010752688176
2021-09-01,219.94348659003833
2021-10-01,156.9784946236559
2021-11-01,120.46111111111112
2021-12-01,72.09444444444445
2022-01-01,59.205555555555556
2022-02-01,85.68452380952384
2022-03-01,92.26451612903226
2022-04-01,130.42777777777778
2022-05-01,198.90555555555557
2022-06-01,250.41522988505747
2022-07-01,268.5281609195402
2022-08-01,258.76344086021504
2022-09-01,213.29761904761904
2022-10-01,187.79444444444445
2022-11-01,127.26072796934868
2022-12-01,95.68602150537636
2023-01-01,79.58888888888889
2023-02-01,75.53751187084521
2023-03-01,118.44623655913978
2023-04-01,130.13712522045856
2023-05-01,179.23888888888885
2023-06-01,215.64444444444447
2023-07-01,270.2741935483871
2023-08-01,255.83870967741936
2023-09-01,232.66666666666666
2023-10-01,198.32795698924733
2023-11-01,124.28026819923372
2023-12-01,93.37150537634409
2024-01-01,80.91935483870968
2024-02-01,107.62151067323482
2024-03-01,128.91397849462368
2024-04-01,150.41666666666666
2024-05-01,187.79032258064515
2024-06-01,236.93015873015872
2024-07-01,274.52345198368556
2024-08-01,274.62903225806457
2024-09-01,216.60191570881227
2024-10-01,183.6942652329749
2024-11-01,116.76647509578544
2024-12-01,78.31572117167222
