DATE,HU
2008-01-01,73.45967741935483
2008-02-01,73.56321839080458
2008-03-01,62.26881720430108
2008-04-01,62.14166666666668
2008-05-01,67.5295698924731
2008-06-01,61.52222222222222
2008-07-01,56.62365591397849
2008-08-01,57.61290322580646
2008-09-01,63.68333333333334
2008-10-01,70.44623655913976
2008-11-01,71.86388888888888
2008-12-01,74.90591397849462
2009-01-01,74.27419354838709
2009-02-01,69.44940476190477
2009-03-01,62.86827956989248
2009-04-01,62.02222222222221
2009-05-01,58.46236559139785
2009-06-01,56.81666666666666
2009-07-01,53.33870967741936
2009-08-01,56.67204301075268
2009-09-01,63.85833333333332
2009-10-01,67.08602150537634
2009-11-01,67.43888888888888
2009-12-01,74.33064516129032
2010-01-01,75.08870967741935
2010-02-01,71.87499999999999
2010-03-01,66.61290322580645
2010-04-01,66.79166666666666
2010-05-01,60.64247311827956
2010-06-01,60.669444444444444
2010-07-01,55.48655913978494
2010-08-01,56.37903225806451
2010-09-01,62.37777777777779
2010-10-01,65.06451612903226
2010-11-01,71.3888888888889
2010-12-01,72.71505376344088
2011-01-01,74.50806451612902
2011-02-01,67.2440476190476
2011-03-01,69.72580645161291
2011-04-01,64.99722222222222
2011-05-01,63.51344086021505
2011-06-01,58.94444444444445
2011-07-01,57.215053763440864
2011-08-01,58.35483870967741
2011-09-01,60.24166666666667
2011-10-01,62.376344086021504
2011-11-01,75.6111111111111
2011-12-01,71.19086021505376
2012-01-01,72.03494623655914
2012-02-01,57.83620689655172
2012-03-01,59.42741935483871
2012-04-01,65.30555555555556
2012-05-01,57.491935483870954
2012-06-01,54.85833333333334
2012-07-01,53.80107526881721
2012-08-01,53.14247311827956
2012-09-01,59.74444444444445
2012-10-01,68.20698924731182
2012-11-01,74.51111111111112
2012-12-01,72.56451612903226
2013-01-01,70.38440860215054
2013-02-01,66.68154761904762
2013-03-01,67.80913978494623
2013-04-01,63.56666666666666
2013-05-01,62.26881720430108
2013-06-01,58.65555555555556
2013-07-01,54.994623655913976
2013-08-01,57.07795698924732
2013-09-01,63.319444444444436
2013-10-01,67.68279569892474
2013-11-01,67.2638888888889
2013-12-01,70.16397849462365
2014-01-01,72.26075268817205
2014-02-01,67.57142857142857
2014-03-01,63.47849462365591
2014-04-01,64.46111111111111
2014-05-01,57.623655913978496
2014-06-01,55.91666666666666
2014-07-01,57.16129032258065
2014-08-01,57.45967741935484
2014-09-01,64.27222222222223
2014-10-01,67.72849462365592
2014-11-01,74.56388888888888
2014-12-01,73.22311827956989
2015-01-01,68.46774193548387
2015-02-01,66.92857142857143
2015-03-01,65.5215053763441
2015-04-01,63.56388888888889
2015-05-01,55.84677419354839
2015-06-01,54.56388888888889
2015-07-01,53.81720430107527
2015-08-01,57.29032258064516
2015-09-01,61.666666666666664
2015-10-01,70.85752688172043
2015-11-01,71.9638888888889
2015-12-01,71.9784946236559
2016-01-01,73.20161290322581
2016-02-01,67.72126436781609
2016-03-01,64.68548387096774
2016-04-01,65.54722222222223
2016-05-01,62.41397849462365
2016-06-01,55.27777777777778
2016-07-01,52.69086021505377
2016-08-01,53.29301075268818
2016-09-01,57.574999999999996
2016-10-01,69.11021505376344
2016-11-01,74.04444444444445
2016-12-01,78.25537634408603
2017-01-01,69.24193548387096
2017-02-01,70.27083333333333
2017-03-01,64.58870967741935
2017-04-01,57.57777777777778
2017-05-01,56.0752688172043
2017-06-01,53.80277777777778
2017-07-01,53.95430107526882
2017-08-01,55.892473118279575
2017-09-01,58.53611111111112
2017-10-01,62.76344086021505
2017-11-01,64.65277777777779
2017-12-01,69.49462365591397
2018-01-01,72.61290322580645
2018-02-01,67.76785714285714
2018-03-01,64.66666666666667
2018-04-01,64.8111111111111
2018-05-01,63.27150537634409
2018-06-01,60.275
2018-07-01,56.24462365591396
2018-08-01,55.362903225806456
2018-09-01,62.69166666666667
2018-10-01,68.90322580645162
2018-11-01,75.51944444444445
2018-12-01,75.6532258064516
2019-01-01,68.51612903225806
2019-02-01,63.13095238095237
2019-03-01,57.505376344086024
2019-04-01,63.72777777777779
2019-05-01,56.80107526881721
2019-06-01,50.74444444444445
2019-07-01,53.29032258064516
2019-08-01,55.41935483870967
2019-09-01,60.92777777777778
2019-10-01,66.26881720430107
2019-11-01,70.59444444444445
2019-12-01,74.58333333333336
2020-01-01,74.90860215053763
2020-02-01,70.6206896551724
2020-03-01,69.33333333333333
2020-04-01,71.76388888888887
2020-05-01,61.68279569892473
2020-06-01,58.302777777777784
2020-07-01,52.905913978494624
2020-08-01,53.46236559139785
2020-09-01,57.76944444444444
2020-10-01,64.24731182795699
2020-11-01,75.49166666666666
2020-12-01,72.38172043010752
2021-01-01,73.10483870967741
2021-02-01,70.67559523809524
2021-03-01,63.82258064516128
2021-04-01,66.28611111111111
2021-05-01,58.12096774193549
2021-06-01,57.97777777777779
2021-07-01,53.54569892473118
2021-08-01,55.4516129032258
2021-09-01,65.77777777777777
2021-10-01,67.61290322580645
2021-11-01,70.64444444444443
2021-12-01,73.83870967741937
2022-01-01,67.93279569892474
2022-02-01,65.16964285714286
2022-03-01,71.38978494623656
2022-04-01,62.88611111111111
2022-05-01,56.59408602150537
2022-06-01,52.105555555555554
2022-07-01,48.91129032258065
2022-08-01,53.30913978494624
2022-09-01,59.38611111111111
2022-10-01,64.65860215053765
2022-11-01,71.66944444444444
2022-12-01,76.70967741935486
2023-01-01,69.18279569892472
2023-02-01,64.50297619047619
2023-03-01,58.653225806451616
2023-04-01,53.14722222222223
2023-05-01,58.4274193548387
2023-06-01,61.17777777777778
2023-07-01,53.79569892473119
2023-08-01,51.88172043010752
2023-09-01,64.31111111111112
2023-10-01,64.06182795698923
2023-11-01,70.31944444444444
2023-12-01,71.91935483870968
2024-01-01,72.97043010752688
2024-02-01,67.25287356321839
2024-03-01,66.35215053763442
2024-04-01,58.98888888888889
2024-05-01,56.86559139784947
2024-06-01,58.31666666666666
2024-07-01,52.317204301075265
2024-08-01,54.951612903225815
2024-09-01,61.34444444444444
2024-10-01,72.75806451612904
2024-11-01,75.69166666666666
2024-12-01,72.76344086021506
2025-01-01,69.60215053763442
2025-02-01,72.15178571428572
2025-03-01,72.44827586206897
